epoch,train_loss,val_loss,val_macro_f1
1.0,0,0.7724751830101013,0.7594359737565375
2.0,0,0.5309382081031799,0.8494954988162382
3.0,0,0.49594080448150635,0.85502391464312
3.0,0,0.49594080448150635,0.85502391464312
